2757	H2608b	חֲנַנְיָה	N:N-M-P	Hananiah	Hananiah = "God has favoured"<br>1) the godly friend of Daniel whom Nebuchadnezzar renamed Shadrach; one of the three friends who with Daniel refused to make themselves unclean by eating food from the king's table which went against the dietary laws which God had given the Jews; also one of the three who were thrown into the fiery furnace for refusing to bow down to a graven image of Nebuchadnezzar and who were saved by the angel of the Lord. See also, 'Shadrach' ( H07714 or H07715)<br>2) one of the 14 sons of Heman and chief of the 16th course<br>3) a general in the army of King Uzziah<br>4) father of Zedekiah in the time of Jehoiakim<br>5) son of Azur, a Benjamite of Gibeon and a false prophet in the reign of Zedekiah king of Judah<br>6) grandfather of Irijah, the captain of the ward at the gate of Benjamin who arrested Jeremiah on the charge of deserting to the Chaldeans<br>7) a head of a Benjamite house<br>8) son of Zerubbabel from whom Christ derived His descent also called 'Joanna' by Luke<br>9) one of the sons of Bebai who returned with Ezra from Babylon<br>10) a priest, one of the makers of the sacred ointments and incense, who built a portion of the wall of Jerusalem in the days of Nehemiah<br>11) head of the priestly course of Jeremiah in the days of Joiakim<br>12) ruler of the palace at Jerusalem under Nehemiah and also, along with Hanani, the Tirshatha's brother, entrusted with the arrangements of guarding the gates of Jerusalem<br>13) Two post exilic Israelites
2758	H2609	חָנֵס	N:N--L	Hanes	Hanes = "grace has fled"<br>1) a place in Egypt, site uncertain but may be either of the following<br>1a) Tahpanhes, a fortified town on the eastern frontier<br>1b) a place in lower Egypt, on an island in the Nile south of Memphis
2759	H2610	חָנֵף	H:V	to pollute	1) to be profaned, be defiled, be polluted, be corrupt<br>1a) (Qal)<br>1a1) to be polluted<br>1a2) to be profane, be godless<br>1b) (Hiphil)<br>1b1) to pollute<br>1b2) to make profane, make godless, cause to be defiled
2760	H2611	חָנֵף	H:A	profane	1) hypocritical, godless, profane, hypocrite, irreligious
2761	H2612	חֹ֫נֶף	H:N-M	profaneness	1) hypocrisy, godlessness, hypocrite, profaneness
2762	H2613	חֲנֻפָּה	H:N-F	profaneness	1) profaneness, pollution, hypocrisy, godlessness
2763	H2614	חָנַק	H:V	to strangle	1) to strangle, strangle oneself<br>1a) (Niphal) to strangle oneself<br>1b) (Piel) to strangle
2764	H2615	חַנָּתֹן	N:N--L	Hannathon	Hannathon = "gracious"<br>1) a town in Zebulun
2765	H2616a	חָסַד	H:V	be kind	1) to be good, be kind<br>1a) (Hithpael) to show kindness to oneself
2766	H2616b	חָסַד	H:V	to shame	1) to be reproached, be ashamed<br>1a) (Piel) to be put to shame, be reproached
2767	H2617a	חֶ֫סֶד	H:N-M	kindness	1) goodness, kindness, faithfulness
2768	H2617b	חֶ֫סֶד	H:N-M	shame	1) a reproach, shame
2769	H2618	חֶסֶד	N:N-M-P	Hesed	Hesed = "son of faithfulness"<br>1) father of or maybe a commissary officer under Solomon
2770	H2619	חֲסַדְיָה	N:N-M-P	Hasadiah	Hasadiah = "Jehovah has been faithful"<br>1) a son of Zerubbabel
2771	H2620	חָסָה	H:V	to seek refuge	1) (Qal) to seek refuge, flee for protection<br>1a) to put trust in (God), confide or hope in (God) (fig.)
2772	H2621	חֹסָה	N:N-M-P + N:N--L	Hosah	Hosah = "refuge"<br>n pr m<br>1) a Levitical doorkeeper of the temple<br>n pr loc<br>2) a place in Asher, site unknown
2773	H2622	חָסוּת	H:N-F	refuge	1) refuge, shelter
2774	H2623	חָסִיד	H:A	pious	1) faithful, kind, godly, holy one, saint, pious<br>1a) kind<br>1b) pious, godly<br>1c) faithful ones (subst)
2775	H2624	חֲסִידָה	H:N-F	stork	1) stork
2776	H2625	חָסִיל	H:N-M	locust	1) locust
2777	H2626	חֲסִין	H:A	mighty	1) strong, mighty
2778	H2627	חַסִּר	A:A	lacking	1) lacking, wanting, deficient
2779	H2628	חָסַל	H:V	to consume	1) (Qal) to consume, finish off, bring to an end
2780	H2629	חָסַם	H:V	to muzzle	1) (Qal) to stop up, muzzle
2781	H2630	חָסַן	H:V	to hoard	1) (Niphal) to be treasured up, be hoarded, be laid up, be stored
2782	H2631	חֲסַן	A:V	to possess	1) (Aphel) to take possession of
2783	H2632	חֵ֫סֶן	A:N-M	authority	1) power, strength, power (of the king), (royal) power
2784	H2633	חֹ֫סֶן	H:N-M	wealth	1) riches, treasure, wealth
2785	H2634	חָסֹן	H:A	strong	1) strong
2786	H2635	חֲסַף	A:N-M	clay	1) clay, potsherd
2787	H2636	חַסְפַּס	H:V	to peel	1) (Pual) to peel, flake off (only in the participle)<br>1a) scale-like, flake-like, scaled-off
2788	H2637	חָסֵר	H:V	to lack	1) to lack, be without, decrease, be lacking, have a need<br>1a) (Qal)<br>1a1) to lack<br>1a2) to be lacking<br>1a3) to diminish, decrease<br>1b) (Piel) to cause to lack<br>1c) (Hiphil) to cause to be lacking
2789	H2638	חָסֵר	H:A	lacking	1) in need of, lacking, needy, in want of
2790	H2639	חֶ֫סֶר	H:N-M	poverty	1) poverty, want
2791	H2640	חֹ֫סֶר	H:N-M	lack	1) want, lack, want of, lack of
2792	H2641	חַסְרָה	N:N-M-P	Hasrah	Hasrah = "lack"<br>1) grandfather of Shallum who was the husband of Huldah, the prophetess; also spelled 'Harhas'
2793	H2642	חֶסְרוֹן	H:N-M	deficiency	1) the thing lacking, defect, deficiency
2794	H2643	חַף	H:A	clean	1) innocent, pure, clean
2795	H2644	חָפָא	H:V	to do secretly	1) (Piel) to cover, do secretly
2796	H2645	חָפָה	H:V	to cover	1) to cover, overlay, wainscotted, covered with boards or panelling<br>1a) (Qal) to cover<br>1b)(Niphal) to be covered<br>1c) (Piel) to cover, overlay
2797	H2646	חֻפָּה	H:N-F	canopy	1) chamber, room, canopy, closet<br>1a) canopy<br>1b) chamber<br>1c) divine protection (fig.)
2798	H2647	חֻפָּה	N:N-M-P	Huppah	Huppah = "canopy"<br>1) a priest of the 13th course in the time of David
2799	H2648	חָפַז	H:V	to hurry	1) to hurry, flee, hasten, fear, be terrified<br>1a) (Qal) to be in a hurry, be alarmed<br>1b) (Niphal) to be in a hurry
2800	H2649	חִפָּזוֹן	H:N-M	haste	1) hurriedly, in haste, trepidation, hurried flight
2801	H2650	חֻפִּים	N:N-M-P	Huppim	Huppim = "protected"<br>1) the head of a Benjamite family
2802	H2651	חֹ֫פֶן	H:N-M	palm	1) handfuls, hollow of the hand
2803	H2652	חׇפְנִי	N:N-M-P	Hophni	Hophni = "pugilist"<br>1) one of the two sons of Eli who were priests at Shiloh and were noted for their brutality and lust; their sinfulness provoked a curse against their father's house and were judged by the Lord when they took the ark into battle; the ark was lost and both brothers were killed and Eli died when he heard the news
2804	H2653	חׇפַף	H:V	to shield	1) (Qal) to cover, enclose, shelter, shield, surround
2805	H2654a	חָפֵץ	H:V	to delight in	1) to delight in, take pleasure in, desire, be pleased with<br>1a) (Qal)<br>1a1) of men<br>1a1a) to take pleasure in, delight in<br>1a1b) to delight, desire, be pleased to do<br>1a2) of God<br>1a2a) to delight in, have pleasure in<br>1a2b) to be pleased to do
2806	H2654b	חָפַץ	H:V	to bend	1) to move, bend down<br>1a) (Qal) to bend down
2807	H2655	חָפֵץ	H:A	delighting	1) desiring, delighting in, having pleasure in
2808	H2656	חֵ֫פֶץ	H:N-M	pleasure	1) delight, pleasure<br>1a) delight<br>1b) desire, longing<br>1c) the good pleasure<br>1d) that in which one takes delight
2809	H2657	חֶפְצִי־בָהּ	N:N-F-P	Hephzi-bah	Hephzi-bah = "my delight is in her"<br>1) the queen of King Hezekiah and mother of Manasseh<br>2) a name for Jesusalem (fig.)
2810	H2658	חָפַר	H:V	to search	1) to dig, search for<br>1a) (Qal)<br>1a1) to dig<br>1a2) to search, search out, explore
2811	H2659	חָפֵר	H:V	be ashamed	1) to be ashamed, be confounded, be abashed, feel abashed<br>1a) (Qal) to be ashamed, be abashed<br>1b) (Hiphil) to display shame, demonstrate shame, cause embarrassment
2812	H2660a	חֵ֫פֶר	N:N-M-P	Hepher	Hepher = "a well"<br>n pr m<br>1) youngest son of Gilead and head of the family of Hepherites<br>2) son of Asher, the father of Tekoa<br>3) the Mecherathite, one of David's mighty warriors
2813	H2660b	חֵ֫פֶר	N:N--L	Hepher	Hepher = "a well"<br>n pr loc<br>1) a place in ancient Canaan, west of the Jordan, conquered by Joshua site unknown<br>2) a place in Judah, probably the same as 1 above
2814	H2661	חֲפֹר	H:N-F	mole	1) mole (as digger)
2815	H2662	חֶפְרִי	N:N--PG	Hepherites	Hepherites = see Hepher "a pit" or "shame"<br>1) descendants of Hepher, son of Gilead
2816	H2663	חֲפָרַיִם	N:N--L	Hapharaim	Hapharaim = "two pits"<br>1) a place in Issachar
2817	H2664	חָפַשׂ	H:V	to search	1) to search, search for, to search out, disguise oneself<br>1a) (Qal)<br>1a1) to search for<br>1a2) to think out, devise<br>1a3) to search, test<br>1b) (Niphal) to be searched out, be exposed<br>1c) (Piel) to search, search through, search for<br>1d) (Pual) to be searched for, be sought out<br>1e) (Hithpael)<br>1e1) to disguise oneself<br>1e2) to let oneself be searched for
2818	H2665	חֵ֫פֶשׂ	H:N-M	plot	1) trick, plot, (shrewd) device
2819	H2666	חָפַשׁ	H:V	be free	1) (Pual) to be free, be freed
2820	H2667	חֹ֫פֶשׁ	H:N-M	spread	1) widespread, fabric for horseback riding, saddle-blanket, saddle-cloths; meaning dubious
2821	H2668	חֻפְֿשָׁה	H:N-F	freedom	1) freedom
2822	H2669	חׇפְשִׁית	H:N-F	freedom	1) separateness, freedom
2823	H2670	חׇפְשִׁי	H:A	free	1) free<br>1a) free (from slavery)<br>1b) free (from taxes or obligations)
2824	H2671	חֵץ	H:N-M	arrow	1) arrow
2825	H2672	חָצַב	H:V	to hew	1) to dig, cleave, divide, hew, make, cut out, dig out, cut down, quarry, hewer, mason<br>1a) (Qal)<br>1a1) to hew out, dig<br>1a2) to hew<br>1a2a) stone<br>1a2b) wood<br>1a3) to hew in pieces (metaph.)<br>1a4) to divide, cleave<br>1b) (Niphal) to be cut, be hewn, be engraved<br>1c) (Hiphil) to hew into pieces, cut up into pieces<br>1d) (Pual) to be cut from, be hewn from
2826	H2673	חָצָה	H:V	to divide	1) to divide, cut in two, cut short, live half (of one's life)<br>1a) (Qal)<br>1a1) to divide<br>1a2) to half, cut in two<br>1b) (Niphal) to be divided
2827	H2674	חָצוֹר	N:N--L	Hazor	Hazor = "castle"<br>1) a royal city of northern Palestine allotted to Naphtali<br>2) one of the cities of Judah in the extreme south<br>3) a town north of Jerusalem in which the Benjamites resided after the return from exile<br>4) a site in Arabia
2828	H2675	חָצוֹר חֲדַתָּה	N:N--L	Hazor-hadattah	Hazor-Hadattah = "new Hazor"<br>1) a city in the south of Judah; <ref onclick="bcv(6,15,25)">Jos 15:25</ref>
2829	H2676	חָצוֹת	H:N-F	middle	1) middle, mid-, half, division
2830	H2677	חֲצִי	H:N-M	half	1) half<br>1a) half<br>1b) middle
2831	H2678	חֵ֫צִי	H:N-M	arrow	1) arrow
2832	H2679	חֲצִי הַמְּנֻחוֹת	N:N--PG	Chazi-manahethite	(half of the) Manahethites = see Manaheth resting place<br>1) half of the Manassites; <BR>
2833	H2680	חֲצִי הַמְּנַחְתִּי	מְנַשֶּׁה	N:N--PG	Chazi-manahethite
2834	H2681	חָצִיר	H:N-M	abode	1) a dwelling, an abode, settled abode, haunt
2835	H2682a	חָצִיר	H:N-M	grass	1a) grass<br>1b) of the quickly perishing (fig.)
2836	H2682b	חָצִיר	H:N-M	leek	1) grass, leek, green grass, herbage
2837	H2683	חֵ֫צֶן	H:N-M	bosom	1) bosom, bosom of a garment
2838	H2684	חֹ֫צֶן	H:N-M	bosom	1) bosom, lap
2839	H2685	חֲצַף	A:V	to to be hasty	1) (Aphel) to be urgent, harsh, show insolence
2840	H2686a	חָצַץ	H:V	to divide	1) to divide<br>1a) (Qal) to divide<br>1b) (Piel) to divide<br>1c) (Pual) to be cut off, be finished
2841	H2686b	חָצַץ	H:V	to shoot	2) to shoot arrows<br>2a) (Piel) archer (participle)
2842	H2687	חָצָץ	H:N-M	gravel	1) gravel
2843	H2688	חַצֲצֹן תָּמָר	N:N--L	Hazazon-tamar	Hazezon-tamar = "dividing the date-palm"<br>1) an Amorite city<br>2) a town situated in the desert Judah; probably Engedi<br>3) maybe the 'Tamar' of Solomon's day
2844	H2689	חֲצֹצְרָה	H:N-F	trumpet	1) trumpet, clarion
2845	H2690	חָצַר	H:V	to blow	1) to sound a trumpet<br>1a) (Piel) players on clarions (participle)<br>1b) (Hiphil) sound with clarions (participle)
2846	H2691a	חָצֵר	H:N-M	court	1) court, enclosure<br>1a) enclosures<br>1b) court
2847	H2691b	חָצֵר	H:N-M	village	1) settled abode, settlement, village, town
2848	H2692	חֲצַר־אַדָּר	N:N--L	Hazar-addar	Hazar-addar = "enclosure of glory"<br>1) a place on the southern border of Canaan
2849	H2693	חֲצַר גַּדָּה	N:N--L	Hazar-gaddah	Hazar-gaddah = "village of good fortune"<br>1) a place in southern Judah
2850	H2694	חֲצַר הַתִּיכוֹן	N:N--L	Hazer-hatticon	Hazar-hatticon = "middle court"<br>1) a place in Palestine, maybe at the east corner of Hermon
2851	H2695	חֶצְרוֹ	N:N-M-P	Hezro	Hezro or Hezrai = "enclosed"<br>1) the Carmelite, one of David's 30 mighty warriors in his guard
2852	H2696	חֶצְרוֹן	N:N-M-P + N:N--L	Hezron	Hezron = "surrounded by a wall"<br>n pr m<br>1) a son of Reuben<br>2) a son of Pharez and grandson of Judah<br>n pr loc<br>3) a place in the extreme south of Judah
2853	H2697	חֶצְרוֹנִי	N:N--PG	Hezronites	Hezronites = see Hezron "enclosed" or "division of song"<br>1) a descendant of Hezron
2854	H2698	חֲצֵרוֹת	N:N--L	Hazeroth	Hazeroth = "settlement"<br>1) an Israelite camp in the wilderness
2855	H2699	חֲצֵרִים	N:N--L	Hazerim	Hazerim = "villages"<br>1) settlements of Ishmaelites
2856	H2700	חֲצַרְמָ֫וֶת	N:N-M-P	Hazar-maveth	Hazarmaveth = "village of death"<br>n pr m<br>1) the 3rd in order of the sons of Joktan
2857	H2701	חֲצַר סוּסָה	N:N--L	Hazar-susah	Hazar-susah = "horse village"<br>1) one of the cities allotted to Simeon in the extreme south of Judah and the place where Solomon kept horses
2858	H2702	חֲצַר סוּסִים	N:N--L	Hazar-susim	Hazar-susim = "village of horses"<br>1) a place in Simeon
2859	H2703	חֲצַר עֵינָן	N:N--L	Hazar-enan	Hazar-enon = "village of springs"<br>1) a city on the northeast border of Canaan; same as H02704
2860	H2704	חֲצַר עֵינוֹן	N:N--L	Hazar-enan	Hazar-enan = "village of fountains"<br>1) a city on the northeast border of Canaan; same as H02703
2861	H2705	חֲצַר שׁוּעָל	N:N--L	Hazar-shual	Hazar-shual = "jackal village"<br>1) a town in southern Judah<br>2) a place in Simeon
2862	H2706	חֹק	H:N-M	statute	1) statute, ordinance, limit, something prescribed, due<br>1a) prescribed task<br>1b) prescribed portion<br>1c) action prescribed (for oneself), resolve<br>1d) prescribed due<br>1e) prescribed limit, boundary<br>1f) enactment, decree, ordinance<br>1f1) specific decree<br>1f2) law in general<br>1g) enactments, statutes<br>1g1) conditions<br>1g2) enactments<br>1g3) decrees<br>1g4) civil enactments prescribed by God
2863	H2707	חָקָה	H:V	to engrave	1) to cut, carve, cut in<br>1a) (Pual) carved (participle)<br>1b) (Hithpael) to engrave, cut a limit
2864	H2708	חֻקָּה	H:N-F	statute	1) statute, ordinance, limit, enactment, something prescribed<br>1a) statute
2865	H2709	חֲקוּפָא	N:N-M-P	Hakupha	Hakupha = "bent"<br>1) head of a family of exiles returning with Zerubbabel
2866	H2710	חָקַק	H:V	to decree	1) to cut out, decree, inscribe, set, engrave, portray, govern<br>1a) (Qal)<br>1a1) to cut in<br>1a2) to cut in or on, cut upon, engrave, inscribe<br>1a3) to trace, mark out<br>1a4) to engrave, inscribe (of a law)<br>1b) (Poel)<br>1b1) to inscribe, enact, decree<br>1b2) one who decrees, lawgiver (participle)<br>1c) (Pual) something decreed, the law (participle)<br>1d) (Hophal) to be inscribed
2867	H2711	חֵקֶק	H:N-M	decree	1) decree, resolve, statute, action prescribed
2868	H2712a	חֻקֹֿק	N:N--L	Hukok	Hukkok = "appointed"<br>1) a town on the boundary of Naphtali
2869	H2712b	חוּקֹק	N:N--L	Hukok	Hukkok = "appointed"<br>1) a city in Asher
2870	H2713	חָקַר	H:V	to search	1) to search, search for, search out, examine, investigate<br>1a) (Qal)<br>1a1) to search (for)<br>1a2) to search through, explore<br>1a3) to examine thoroughly<br>1b) (Niphal)<br>1b1) to be searched out, be found out, be ascertained, be examined<br>1c) (Piel) to search out, seek out
2871	H2714	חֵ֫קֶר	H:N-M	search	1) a search, investigation, searching, enquiry, thing to be searched out
2872	H2715	חֹר	H:N-M	noble	1) a noble, freeborn one
2873	H2716	חֶרֶא	H:N-M	dung	1) dung, excrement
2874	H2717a	חָרֵב	H:V	to dry	1) to be dry, be dried up<br>1a) (Qal) to be dried, be dried up<br>1b) (Pual) to be dried<br>1c) (Hiphil) to dry up<br>1d) (Hophal) to be dried up
2875	H2717b	חָרֵב	H:V	to destroy	1) to be waste, lay waste, make desolate, be desolate, be in ruins<br>1a) (Qal) to be waste, be desolate<br>1b) (Niphal)<br>1b1) to be made desolate<br>1b2) desolate (participle)<br>1c) (Hiphil) to lay waste, make desolate<br>1d) (Hophal) to be laid waste
2876	H2717c	חָרַב	H:V	to slay	1) to attack, smite down, slay, fight
2877	H2718	חֲרַב	A:V	be wasted	1) to dry up, be waste<br>1a) (Hophal) to be laid waste
2878	H2719	חֶ֫רֶב	H:N-F	sword	1) sword, knife<br>1a) sword<br>1b) knife<br>1c) tools for cutting stone
2879	H2720a	חָרֵב	H:A	dry	1) dry
2880	H2720b	חָרֵב	H:A	desolate	1) waste, desolate
2881	H2721a	חֹ֫רֶב	H:N-M	drought	1) dryness, drought, heat<br>1a) dryness<br>1b) drought<br>1c) parching heat
2882	H2721b	חֹ֫רֶב	H:N-M	desolation	1) desolation
2883	H2722	חֹרֵב	N:N--L	Horeb	Horeb = "desert"<br>1) another name for Mount Sinai from which God gave the law to Moses and the Israelites
2884	H2723	חׇרְבָּה	H:N-F	desolation	1) a place laid waste, ruin, waste, desolation
2885	H2724	חָֽרָבָה	H:N-F	dry ground	1) dry land, dry ground
2886	H2725	חֵרָבוֹן	H:N-M	drought	1) drought
2887	H2726	חַרְבוֹנָא	N:N-M-P	Harbona	Harbona or Harbonah = "ass-driver"<br>1) the 3rd of the seven chamberlains or eunuchs who served Ahasuerus
2888	H2727	חָרַג	H:V	to quake	1) (Qal) to shake from fear, tremble, quake
2889	H2728	חָרְגֹּל	H:N-M	locust	1) a kind of locust, a leaping creature
2890	H2729	חָרַד	H:V	to tremble	1) to tremble, quake, move about, be afraid, be startled, be terrified<br>1a) (Qal)<br>1a1) to tremble, quake (of a mountain)<br>1a2) to tremble (of people)<br>1a3) to be anxiously careful<br>1a4) to go or come trembling (with prep)<br>1b) (Hiphil)<br>1b1) to cause to tremble<br>1b2) to drive in terror, rout (an army)
2891	H2730	חָרֵד	H:A	trembling	1) trembling, fearful, afraid
2892	H2731	חֲרָדָה	H:N-F	trembling	1) fear, anxiety, quaking, trembling, (extreme) anxiety, anxious care<br>1a) trembling, quaking<br>1b) anxious care
2893	H2732	חֲרָדָה	N:N--L	Haradah	Haradah = "fear"<br>1) a desert station of Israel in the wilderness; site unknown
2894	H2733	חֲרֹדִי	N:N--LG	Harodite	Harodite = see Harod "trembling"<br>1) a resident or descendant of Harod otherwise unknown; two of David's 37 guards, Shammah and Elika, called Harodites
2895	H2734	חָרָה	H:V	to be incensed	1) to be hot, furious, burn, becomeangry, be kindled<br>1a) (Qal) to burn, kindle (anger)<br>1b) (Niphal) to be angry with, be incensed<br>1c) (Hiphil) to burn, kindle<br>1d) (Hithpael) to heat oneself in vexation
2896	H2735	חֹר הַגִּדְגָּד	N:N--L	Hor-haggidgad	Hor-hagidgad = "cavern of Gidgad"<br>1) a desert station of Israel in the wilderness; site unknown
2897	H2736	חַרְחֲיָה	N:N-M-P	Harhaiah	Harhaiah = "fear of Jehovah"<br>1) father of Uzziel who was one of the builders of the wall in Nehemiah's time
2898	H2737	חָרוּז	H:N-M	string	1) a beaded necklace, string of beads
2899	H2738	חָרוּל	H:N-M	nettle	1) nettles, weeds, kind of weed (perhaps chickpea)
2900	H2739	חֲרוּמַף	N:N-M-P	Harumaph	Harumaph = "split nose"<br>1) father of Jedaiah, one of the builders of the wall in Nehemiah's time
2901	H2740	חָרוֹן	H:N-M	burning anger	1) anger, heat, burning (of anger)<br>1a) always used of God's anger
2902	H2741	חֲרִיפִי	N:N--LG	Haruphite	Haruphite = "native of Haruph"<br>1) an inhabitant of Hariph
2903	H2742a	חָרוּץ	H:A	sharp	adj<br>1) sharp-pointed, sharp, diligent
2904	H2742b	חָרוּץ	H:N-M	decision	1) strict decision, decision
2905	H2742c	חָרוּץ	H:N-M	trench	1) trench, moat, ditch
2906	H2742d	חָרוּץ	H:N-M	gold	1) gold (poetical)
2907	H2743	חָרוּץ	N:N-M-P	Haruz	Haruz = "zealous"<br>1) a man of Jotbah, father of Meshullemeth, wife of Manasseh and mother of Amon
2908	H2744	חַרְחוּר	N:N-M-P	Harhur	Harhur = "inflammation"<br>1) head of a family returning from exile with Zerubbabel
2909	H2745	חַרְחַס	N:N-M-P	Harhas	Harhas = "very poor"<br>1) grandfather of Shallum, the husband of Huldah, the prophetess
2910	H2746	חַרְחֻר	H:N-M	heat	1) extreme heat, inflammation, violent heat, fever
2911	H2747	חֶ֫רֶט	H:N-M	stylus	1) an engraving tool, stylus, chisel, graving tool<br>1a) graving tool<br>1b) stylus
2912	H2748	חַרְטֹם	H:N-M	magician	1) diviner, magician, astrologer<br>1a) engraver, writer (only in derivative sense of one possessed of occult knowledge)
2913	H2749	חַרְטֹם	A:N-M	magician	1) magician, magician-astrologer
2914	H2750	חֳרִי	H:N-M	burning	1) heat (of anger), burning (of anger)
2915	H2751	חֹרִי	H:N-M	white	1) white bread, cake<br>2) (TWOT) Horite, Hori
2916	H2752	חֹרִי	N:N--LG	Horite	Horite = "cave dweller"<br>1) the inhabitants of Mount Seir<br>2) the inhabitants of Edom (in later times)
2917	H2753	חֹרִי	N:N-M-P	Hori	Hori = "cave dweller"<br>1) a Horite, son of Lotan, the son of Seir<br>2) a Simeonite, father of Shaphat
2918	H2754	חָרִיט	H:N-M	purse	1) bag, purse
2919	H2755	חֲרֵי־יוֹנִים	H:N-M	dove-dung	1) dung, doves' dung
2920	H2756	חָרִיף	N:N-M-P	Hariph	Hariph = "a plucking off"<br>1) head of a family of exiles returning with Zerubbabel<br>2) a head of the people who sealed the covenant with Nehemiah
2921	H2757	חָרִיץ	H:N-M	incision	1) a cut, thing cut, sharp instrument, sharp cutting instrument, harrow, hoe
2922	H2758	חָרִישׁ	H:N-M	plowing	1) ploughing, ploughing time
2923	H2759	חֲרִישִׁי	H:A	scorching	1) harsh, hot, sultry, silent (meaning uncertain)
2924	H2760	חָרַךְ	H:V	to roast	1) (Qal) to set in motion, start<br>2) (CLBL) to roast
2925	H2761	חֲרַךְ	A:V	to singe	1) (Ithpael) to singe
2926	H2762	חֲרַכִּים	H:N-M	lattice	1) lattice, other opening through which one may look
2927	H2763a	חָרַם	H:V	to devote/destroy	1) to ban, devote, destroy utterly, completely destroy, dedicate for destruction, exterminate<br>1a) (Hiphil)<br>1a1) to prohibit (for common use), ban<br>1a2) to consecrate, devote, dedicate for destruction<br>1a3) to exterminate, completely destroy<br>1b) (Hophal)<br>1b1) to be put under the ban, be devoted to destruction<br>1b2) to be devoted, be forfeited<br>1b3) to be completely destroyed
2928	H2763b	חָרַם	H:V	to slit	1) to split, slit, mutilate (a part of the body)<br>1a) (Qal) to mutilate<br>1b) (Hiphil) to divide
2929	H2764a	חֵ֫רֶם	H:N-M	devoted thing	1) a thing devoted, thing dedicated, ban, devotion<br>2) have been utterly destroyed, (appointed to) utter destruction
2930	H2764b	חֵ֫רֶם	H:N-M	net	1) a net, thing perforated<br>destruction
2931	H2765	חֳרֵם	N:N--L	Horem	Horem = "sacred"<br>1) one of the fortified towns in Naphtali
2932	H2766	חָרִם	N:N-M-P	Harim	Harim = "dedicated"<br>1) a priest in the time of David who had charge of the 3rd course<br>2) head of a family of exiles totalling 1017 who returned with Zerubbabel<br>3) another head of a family of exiles totalling 320 who returned with Zerubbabel<br>4) a priest in the time of Nehemiah<br>5) a ruler of the people under Nehemiah
2933	H2767	חׇרְמָה	N:N--L	Hormah	Hormah = "devotion"<br>1) a town of the Canaanites, conquered by Joshua, allotted to Judah, and located in the south of Judah
2934	H2768	חֶרְמוֹן	N:N--L	Hermon	Hermon = "a sanctuary"<br>1) a mountain on the northeastern border of Palestine and Lebanon and overlooking the border city of Dan
2935	H2769	חֶרְמוֹנִים	N:N--L	Hermon	Hermonites = see Hermon "a sanctuary"<br>1) the name for the three summits of Mount Hermon located on the border of Palestine and Lebanon
2936	H2770	חֶרְמֵשׁ	H:N-M	sickle	1) sickle
2937	H2771a	חָרָן	N:N--L	Haran	Haran = "mountaineer"<br>n pr loc<br>1) the city to which Abraham migrated when he left Ur of the Chaldees and where he stayed until his father died before leaving for the promised land; located in Mesopotamia in Padan-aram at the foot of Mount Masius between the Khabour and the Euphrates
2938	H2771b	חָרָן	N:N-M-P	Haran	Haran = "mountaineer"<br>n pr m<br>1) a son of Caleb by his concubine Ephah
2939	H2772	חֹרֹנִי	N:N--LG	Horonite	Horonite = "native of Horonaim"<br>1) an inhabitant of Horonaim in Moab<br>1a) the designation of Sanballat, the opponent of Nehemiah
2940	H2773	חֹרֹנַיִם	N:N--L	Horonaim	Horonaim = "two caves"<br>1) a town of Moab
2941	H2774	חַרְנֶ֫פֶר	N:N-M-P	Harnepher	Harnepher = "panting"<br>1) a son of Zophah of the tribe of Asher
2942	H2775a	חֶ֫רֶס	H:N-M	sun	1) sun
2943	H2775b	חֶ֫רֶס	H:N-M	itch	1) itch, an eruptive disease
2944	H2776	חֶ֫רֶס	N:N--L	Heres	Heres = "the sun"<br>1) a mountain inhabited by Amorites in Moab; the place where Gideon turned back from chasing the Midianites
2945	H2777	חַרְסִית	H:N-F	potsherd	1) potsherd
2946	H2778a	חָרַף	H:V	to reproach	1) to reproach, taunt, blaspheme, defy, jeopardise, rail, upbraid<br>1a) (Qal) to reproach<br>1b) (Piel) to reproach, defy, taunt
2947	H2778b	חָרַף	H:V	to winter	1) (Qal) to winter, spend harvest time, remain in harvest time
2948	H2778c	חָרַף	H:V	to acquire	1) (Niphal) to acquire, be betrothed
2949	H2779	חֹ֫רֶף	H:N-M	autumn	1) harvest time, autumn<br>2) (CLBL) winter
2950	H2780	חָרֵף	N:N-M-P	Hareph	Hareph = "a plucking off"<br>1) a son of Caleb and father of Bethgader
2951	H2781	חֶרְפָּה	H:N-F	reproach	1) reproach, scorn<br>1a) taunt, scorn (upon enemy)<br>1b) reproach (resting upon condition of shame, disgrace)<br>1c) a reproach (an object)
2952	H2782	חָרַץ	H:V	to decide	1) to cut, sharpen, decide, decree, determine, maim, move, be decisive, be mutilated<br>1a)(Qal)<br>1a1) to cut, mutilate<br>1a2) to sharpen<br>1a3) to decide<br>1b) (Niphal) to be decisive
2953	H2783	חֲרַץ	A:N-F	loin	1) loin, hip, hip joint
2954	H2784	חַרְצֻבָּה	H:N-F	bond	1) bond, fetter, pang, hands<br>1a) bonds<br>1b) pangs
2955	H2785	חַרְצַנִּים	H:N-M	pip	1) kernels, seeds, insignificant vine product, grape seeds?
2956	H2786	חָרַק	H:V	to grind	1) (Qal) to gnash, grind (the teeth)
